Start Time,Stop Time,Start Station ID,Start Station Name,End Station ID,End Station Name,Bike ID,User Type,Birth Year,Age,Age Groups,Trip Duration,Trip_Duration_in_min,Month,Season,Temperature,Weekday
2017-01-02 14:24:00,2017-01-02 14:36:00,3225,Baldwin at Montgomery,3187,Warren St,24520,Subscriber,1987,34,25-34,732,12,1,Winter,12,Monday
2017-01-02 15:20:00,2017-01-02 15:32:00,3187,Warren St,3225,Baldwin at Montgomery,24494,Subscriber,1987,34,25-34,688,11,1,Winter,12,Monday
2017-01-02 15:37:00,2017-01-02 15:39:00,3203,Hamilton Park,3272,Jersey & 3rd,24662,Subscriber,1984,37,35-44,123,2,1,Winter,12,Monday
2017-01-02 15:37:00,2017-01-02 15:39:00,3203,Hamilton Park,3272,Jersey & 3rd,24662,Subscriber,1984,37,35-44,123,2,1,Winter,12,Monday
2017-01-02 15:54:00,2017-01-02 15:56:00,3270,Jersey & 6th St,3273,Manila & 1st,24465,Subscriber,1959,62,55-64,132,2,1,Winter,12,Monday
2017-01-02 15:55:00,2017-01-02 15:59:00,3194,McGinley Square,3195,Sip Ave,24583,Subscriber,1992,29,25-34,230,4,1,Winter,12,Monday
2017-01-02 17:05:00,2017-01-02 17:12:00,3195,Sip Ave,3207,Oakland Ave,24688,Subscriber,1976,45,45-54,434,7,1,Winter,12,Monday
2017-01-02 17:55:00,2017-01-02 17:57:00,3273,Manila & 1st,3272,Jersey & 3rd,24465,Subscriber,1984,37,35-44,108,2,1,Winter,12,Monday
2017-01-02 17:55:00,2017-01-02 17:59:00,3186,Grove St PATH,3209,Brunswick St,26230,Subscriber,1990,31,25-34,208,3,1,Winter,12,Monday
2017-01-02 17:55:00,2017-01-02 17:59:00,3186,Grove St PATH,3209,Brunswick St,26230,Subscriber,1990,31,25-34,208,3,1,Winter,12,Monday
2017-01-02 18:31:00,2017-01-02 18:44:00,3277,Communipaw & Berry Lane,3183,Exchange Place,24710,Subscriber,1987,34,25-34,757,13,1,Winter,12,Monday
2017-01-02 18:55:00,2017-01-02 18:59:00,3273,Manila & 1st,3275,Columbus Drive,24484,Subscriber,1979,42,35-44,202,3,1,Winter,12,Monday
2017-01-02 19:05:00,2017-01-02 19:14:00,3211,Newark Ave,3268,Lafayette Park,26170,Subscriber,1991,30,25-34,524,9,1,Winter,12,Monday
2017-01-02 19:05:00,2017-01-02 19:14:00,3211,Newark Ave,3268,Lafayette Park,26170,Subscriber,1991,30,25-34,524,9,1,Winter,12,Monday
2017-01-02 19:16:00,2017-01-02 19:27:00,3186,Grove St PATH,3202,Newport PATH,24464,Subscriber,1980,41,35-44,637,11,1,Winter,12,Monday
2017-01-02 19:21:00,2017-01-02 19:24:00,3269,Brunswick & 6th,3211,Newark Ave,26191,Subscriber,1978,43,35-44,158,3,1,Winter,12,Monday
2017-01-02 19:46:00,2017-01-02 19:59:00,3183,Exchange Place,3277,Communipaw & Berry Lane,24710,Subscriber,1987,34,25-34,773,13,1,Winter,12,Monday
2017-01-02 19:56:00,2017-01-02 20:03:00,3225,Baldwin at Montgomery,3185,City Hall,24583,Subscriber,1987,34,25-34,452,8,1,Winter,12,Monday
2017-01-02 20:29:00,2017-01-02 20:33:00,3210,Pershing Field,3207,Oakland Ave,24705,Subscriber,1991,30,25-34,239,4,1,Winter,12,Monday
2017-01-02 20:54:00,2017-01-02 20:58:00,3202,Newport PATH,3187,Warren St,24561,Subscriber,1981,40,35-44,241,4,1,Winter,12,Monday
2017-01-02 21:59:00,2017-01-02 22:04:00,3187,Warren St,3267,Morris Canal,24377,Subscriber,1989,32,25-34,340,6,1,Winter,12,Monday
2017-01-02 22:00:00,2017-01-02 22:04:00,3272,Jersey & 3rd,3203,Hamilton Park,26293,Subscriber,1976,45,45-54,189,3,1,Winter,12,Monday
2017-01-02 22:20:00,2017-01-02 22:28:00,3192,Liberty Light Rail,3185,City Hall,24442,Subscriber,1983,38,35-44,516,9,1,Winter,12,Monday
2017-01-02 22:22:00,2017-01-02 22:34:00,3220,5 Corners Library,3198,Heights Elevator,24550,Subscriber,1982,39,35-44,744,12,1,Winter,12,Monday
2017-01-02 22:42:00,2017-01-02 22:46:00,3275,Columbus Drive,3273,Manila & 1st,26262,Subscriber,1985,36,35-44,214,4,1,Winter,12,Monday
2017-01-02 22:43:00,2017-01-02 22:48:00,3195,Sip Ave,3225,Baldwin at Montgomery,26266,Subscriber,1986,35,35-44,287,5,1,Winter,12,Monday
2017-01-02 22:50:00,2017-01-02 22:54:00,3183,Exchange Place,3275,Columbus Drive,26312,Subscriber,1990,31,25-34,244,4,1,Winter,12,Monday
2017-01-02 23:31:00,2017-01-02 23:40:00,3195,Sip Ave,3193,Lincoln Park,26195,Subscriber,1969,52,45-54,509,8,1,Winter,12,Monday
2017-01-03 01:47:00,2017-01-03 01:48:00,3186,Grove St PATH,3185,City Hall,24563,Subscriber,1957,64,55-64,82,1,1,Winter,11,Tuesday
2017-01-03 05:20:00,2017-01-03 05:22:00,3213,Van Vorst Park,3186,Grove St PATH,26211,Subscriber,1989,32,25-34,146,2,1,Winter,11,Tuesday
2017-01-03 05:51:00,2017-01-03 05:55:00,3205,JC Medical Center,3186,Grove St PATH,24695,Subscriber,1984,37,35-44,221,4,1,Winter,11,Tuesday
2017-01-03 05:51:00,2017-01-03 05:55:00,3205,JC Medical Center,3186,Grove St PATH,24695,Subscriber,1984,37,35-44,221,4,1,Winter,11,Tuesday
2017-01-03 06:17:00,2017-01-03 06:20:00,3267,Morris Canal,3183,Exchange Place,26167,Subscriber,1973,48,45-54,181,3,1,Winter,11,Tuesday
2017-01-03 06:23:00,2017-01-03 06:27:00,3203,Hamilton Park,3186,Grove St PATH,26192,Subscriber,1978,43,35-44,250,4,1,Winter,11,Tuesday
2017-01-03 06:42:00,2017-01-03 06:47:00,3203,Hamilton Park,3186,Grove St PATH,26216,Subscriber,1978,43,35-44,267,4,1,Winter,11,Tuesday
2017-01-03 06:42:00,2017-01-03 06:48:00,3193,Lincoln Park,3189,West Side Light Rail,26195,Subscriber,1991,30,25-34,349,6,1,Winter,11,Tuesday
2017-01-03 06:56:00,2017-01-03 06:58:00,3272,Jersey & 3rd,3186,Grove St PATH,26308,Subscriber,1963,58,55-64,132,2,1,Winter,11,Tuesday
2017-01-03 07:01:00,2017-01-03 07:05:00,3278,Monmouth and 6th,3186,Grove St PATH,24517,Subscriber,1989,32,25-34,230,4,1,Winter,11,Tuesday
2017-01-03 07:12:00,2017-01-03 07:22:00,3192,Liberty Light Rail,3184,Paulus Hook,24585,Subscriber,1972,49,45-54,564,9,1,Winter,11,Tuesday
